texts/guan_hancin_obida_dou_e.txt	Тронувшая Небо и Землю обида Доу Э		Гуань	1210–1280	Читается за 4 минуты		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/guan_hancin_spasenie_obmanutoy.txt	Чжао Пань-эр обманом спасает обманутую		Гуань	1210–1280	Читается за 2 минуты		В. Ф. Сорокин	sorokin	Прочая литература->Китайская
texts/gelliko_tomasina.txt	Томасина		Гэллико	1897–1976	Читается за 8 минут	3 ч			Американская литература->США
texts/gugo_sobor_parizhskoj_bogomateri.txt	Собор Парижской Богоматери	1853	Гюго	1802–1885	Читается за 11 минут	16 ч			Европейская литература->Французская
texts/gugo_otverzhennye.txt	Отверженные	1853	Гюго	1802–1885	Читается за 12 минут	51 ч			Европейская литература->Французская
texts/gugo_chelovek_kotoryy_smeetsia.txt	Человек, который смеётся	1853	Гюго	1802–1885	Читается за 20 минут	18 ч			Европейская литература->Французская
texts/gjuismans_naoborot.txt	Наоборот		Гюисманс	1848–1907	Читается за 13 минут	6 ч			Европейская литература->Французская
texts/guntekin_ptichka_pevchaia.txt	Королёк — птичка певчая		Гюнтекин	1889–1956	Читается за 14 минут	10 ч			Прочая восточная литература->Турецкая
texts/davydov_gluhaja_pora_listopada.txt	Глухая пора листопада		Давыдов	1924–2002	Читается за 7 минут	16 ч	Л. И. Соболев	154	Русская литература->Советская
texts/dadzay_zakatnoe_solntce.txt	Закатное солнце		Дадзай	1909–1948	Читается за 14 минут	4 ч			Прочая литература->Японская
texts/shanfu_krasivo_vokrug.txt	Цинь Жо-лань стыдливо произносит грустные стихи; Тао Гу в опьянении пишет стихи на мелодию «Красиво вокруг»		Дай	XIII–XIV вв.	Читается за 2 минуты		В. Ф. Сорокин	sorokin	Прочая литература->Китайская
texts/aligeri_bozhestvennaja_komedija.txt	Божественная комедия		Данте	1265–1321	Читается за 35 минут	9 ч	А. А. Илюшин	38	Европейская литература->Итальянская
texts/darrell_moia_semia_i_drugie_zveri.txt	Моя семья и другие звери		Даррелл	1925–1995	Читается за 10 минут	8 ч			Европейская литература->Британская
texts/dashkova_zapiski.txt	Записки		Дашкова	1743–1810	Читается за 9 минут	7 ч			Русская литература->18 век
texts/deblin_berlin-aleksanderplac.txt	Берлин — Александерплац		Дёблин	1878–1957	Читается за 9 минут	13 ч			Европейская литература->Немецкая
texts/delibes_pjat_chasov_s_mario.txt	Пять часов с Марио		Делибес	1920–2010	Читается за 7 минут	7 ч			Европейская литература->Испанская
texts/derzhavin_zapiski.txt	Записки		Державин	1743–1816	Читается за 9 минут		Н. Н. Зубков	184	Русская литература->18 век
texts/defo_zhizn_i_udivitelnye_prikljuchenija_robinzona_kruzo.txt	Робинзон Крузо	1719	Дефо	1660–1731	Читается за 20 минут	6 ч	В. А. Харитонов	90	Европейская литература->Британская
texts/defo_roksana.txt	Счастливая куртизанка, или Роксана	1719	Дефо	1660–1731	Читается за 15 минут		В. А. Харитонов	90	Европейская литература->Британская
texts/defo_radosti_i_goresti_znamenitoj_moll_flenders.txt	Радости и горести знаменитой Молль Флендерс	1719	Дефо	1660–1731	Читается за 15 минут	10 ч	В. А. Харитонов	90	Европейская литература->Британская
texts/defo_dalnejshie_prikljuchenija_robinzona_kruzo.txt	Дальнейшие приключения Робинзона Крузо	1719	Дефо	1660–1731	Читается за 4 минуты	4,5 ч	В. А. Харитонов	90	Европейская литература->Британская
